UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temperature_gap [K],power_proxy,failure_mode,air_temperature_k_z,process_temperature_k_z,rotational_speed_rpm_z,torque_nm_z,tool_wear_min_z,temperature_gap_k_z,power_proxy_z,Type_H,Type_L,Type_M
19,H29432,H,298.8,309.2,1306,54.5,50,0,0,0,0,0,0,10.399999999999977,71177.0,None,-0.6024172079894964,-0.5429545740840913,-1.2984293921441454,1.4559045239065398,-0.9104496852052494,0.3989535894637948,1.0998047919201723,1,0,0
24,L47203,L,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,10.399999999999977,45180.6,None,-0.5024251407342256,-0.4081528028729957,1.222834969829243,-1.4332149047270821,-0.627657423920811,0.3989535894637948,-1.4507162001654865,0,1,0
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,10.299999999999955,63603.8,None,-0.452429107106576,-0.4081528028729957,-0.556552931651976,0.42264306158271003,-0.40770788736624775,0.2990578563181135,0.35679400668594363,0,1,0
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,10.399999999999977,64539.8,None,-0.452429107106576,-0.3407519172674287,-1.1143547816460884,0.8239096488929353,-0.34486516263637257,0.3989535894637948,0.4486254775277593,0,0,1
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,10.400000000000034,54112.5,None,-0.5524211743618752,-0.47555368847852436,0.7040792493347183,-0.7510617062996991,-0.23489039435909095,0.39895358946385157,-0.574402616391968,0,1,0
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,10.300000000000011,58022.700000000004,None,-0.5524211743618752,-0.5429545740840913,0.23552569533966383,-0.32973178962396227,-0.10920494489934053,0.2990578563181703,-0.19077076031753634,0,0,1
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,10.300000000000011,56408.8,None,-0.6024172079894964,-0.61035545968962,-0.556552931651976,-0.07894017255507152,-0.062072901351934134,0.2990578563181703,-0.34911137013762866,0,1,0
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,10.300000000000011,70875.0,None,-0.6024172079894964,-0.61035545968962,-1.052996578146736,1.255271230251427,0.04790186692534748,0.2990578563181703,1.0701754070972789,0,1,0
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,10.300000000000011,61834.799999999996,None,-0.6024172079894964,-0.61035545968962,-0.9860603561474425,0.5430230377757772,0.07932322929028508,0.2990578563181703,0.18323645121674215,0,1,0
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,10.300000000000011,69920.0,None,-0.6024172079894964,-0.61035545968962,-0.37247832115391877,0.7536879961136456,0.2678514034799107,0.2990578563181703,0.9764798358858109,0,0,1
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,10.300000000000011,65653.4,None,-0.6024172079894964,-0.61035545968962,-0.6736913201507395,0.6333080199205777,0.3935368529396611,0.2990578563181703,0.5578813812985339,0,1,0
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,10.199999999999989,65568.59999999999,None,-0.6024172079894964,-0.677756345295187,-0.23302785865539066,0.382516402851687,0.6134863894942243,0.19916212317248896,0.5495616070171384,1,0,0
