UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temperature_gap [K],power_proxy,failure_mode,air_temperature_k_z,process_temperature_k_z,rotational_speed_rpm_z,torque_nm_z,tool_wear_min_z,temperature_gap_k_z,power_proxy_z,Type_H,Type_L,Type_M
5,L47184,L,298.2,308.7,1408,40.0,9,0,0,0,0,0,0,10.5,56320.0,None,-0.9023934097553371,-0.8799590021118496,-0.7294715051501508,0.0013131449069732513,-1.5545876136864702,0.4988493226094761,-0.3578235866021089,0,1,0
9,M14868,M,298.3,308.7,1667,28.6,18,0,0,0,0,0,0,10.399999999999977,47676.200000000004,None,-0.8523973761276875,-0.8799590021118496,0.7152352863346005,-1.1422966289271685,-1.4131914830442511,0.3989535894637948,-1.2058715221389527,0,0,1
10,M14869,M,298.5,309.0,1741,28.0,21,0,0,0,0,0,0,10.5,48748.0,None,-0.7524053088724167,-0.677756345295187,1.1280086553302437,-1.2024866170237025,-1.3660594394968446,0.4988493226094761,-1.1007166391814125,0,0,1
15,L47194,L,298.6,309.2,2035,19.6,40,0,0,0,0,0,0,10.599999999999966,39886.0,None,-0.7024092752447672,-0.5429545740840913,2.7679460943129346,-2.0451464503751753,-1.0675564970299374,0.5987450557551006,-1.970172295805526,0,1,0
20,M14879,M,298.9,309.3,1632,32.5,55,0,0,0,0,0,0,10.400000000000034,53040.0,None,-0.5524211743618752,-0.47555368847852436,0.5200046388366611,-0.7510617062996991,-0.8318962792929054,0.39895358946385157,-0.6796261767315483,0,0,1
21,H29434,H,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,10.400000000000034,58712.50000000001,None,-0.5524211743618752,-0.47555368847852436,-0.9135461156482079,0.2721680913413756,-0.784764235745499,0.39895358946385157,-0.1230941058445826,1,0,0
23,M14882,M,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,10.400000000000034,48536.7,None,-0.5524211743618752,-0.47555368847852436,0.23552569533966383,-0.9316316705893005,-0.6747894674682174,0.39895358946385157,-1.1214473975028612,0,0,1
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,10.399999999999977,45849.0,None,-0.5024251407342256,-0.4081528028729957,1.445955709826888,-1.4532782340925934,-0.29773311908896616,0.3989535894637948,-1.385139111372036,0,1,0
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,10.400000000000034,54112.5,None,-0.5524211743618752,-0.47555368847852436,0.7040792493347183,-0.7510617062996991,-0.23489039435909095,0.39895358946385157,-0.574402616391968,0,1,0
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,10.300000000000011,54097.3,None,-0.6024172079894964,-0.61035545968962,0.11280928834095907,-0.530365083279075,-0.20346903199415334,0.2990578563181703,-0.5758938966876894,0,0,1
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,10.300000000000011,56408.8,None,-0.6024172079894964,-0.61035545968962,-0.556552931651976,-0.07894017255507152,-0.062072901351934134,0.2990578563181703,-0.34911137013762866,0,1,0
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,10.300000000000011,70875.0,None,-0.6024172079894964,-0.61035545968962,-1.052996578146736,1.255271230251427,0.04790186692534748,0.2990578563181703,1.0701754070972789,0,1,0
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,10.300000000000011,61834.799999999996,None,-0.6024172079894964,-0.61035545968962,-0.9860603561474425,0.5430230377757772,0.07932322929028508,0.2990578563181703,0.18323645121674215,0,1,0
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,10.300000000000011,67168.8,None,-0.6024172079894964,-0.61035545968962,-0.9525922451477957,0.9141946310377358,0.1421659540201603,0.2990578563181703,0.7065581023601667,0,0,1
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,10.300000000000011,69920.0,None,-0.6024172079894964,-0.61035545968962,-0.37247832115391877,0.7536879961136456,0.2678514034799107,0.2990578563181703,0.9764798358858109,0,0,1
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,10.300000000000011,47549.4,None,-0.652413241617146,-0.677756345295187,1.6969665423242386,-1.4231832400443263,0.3464048093922547,0.2990578563181703,-1.2183119393427375,0,0,1
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,10.200000000000045,13160.599999999999,PWF,-0.5524211743618752,-0.61035545968962,7.375389375264303,-3.54989615278852,0.5506436647643491,0.19916212317254572,-4.592215875758368,0,1,0
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,10.199999999999989,65568.59999999999,None,-0.6024172079894964,-0.677756345295187,-0.23302785865539066,0.382516402851687,0.6134863894942243,0.19916212317248896,0.5495616070171384,1,0,0
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,10.300000000000011,60973.899999999994,None,-0.6024172079894964,-0.61035545968962,-0.14377956265633265,0.03140813895523986,0.8177252448663187,0.2990578563181703,0.09877308236234127,0,1,0
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,10.199999999999989,48999.5,None,-0.6024172079894964,-0.677756345295187,0.6817671753349538,-1.0520116467823681,0.8491466072312563,0.19916212317248896,-1.0760418369199631,0,0,1
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,10.099999999999966,64650.6,None,-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,0.09926639002680764,0.45949612599920453,1,0,0
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,10.200000000000045,66066.0,None,-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0.19916212317254572,0.5983617924837196,0,1,0
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,10.100000000000023,55720.0,None,-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,0.09926639002686442,-0.41668991406481126,0,1,0
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,10.099999999999966,60091.49999999999,TWF,-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.13172478578279617,1.5718379416248212,0.09926639002680764,0.012200336773860202,0,1,0
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,10.0,59282.399999999994,None,-0.5524211743618752,-0.7451572309007539,-0.4784606726528002,0.08156646236901802,-1.5231662513215327,-0.0006293431188168923,-0.06718090580959377,0,1,0
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,10.0,67687.2,None,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,-0.0006293431188168923,0.7574186092879409,0,1,0
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,10.0,64138.8,None,-0.5024251407342256,-0.677756345295187,-0.6681133016507984,0.5229597084102664,-1.2717953524020318,-0.0006293431188168923,0.4092831486735199,0,0,1
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,10.0,58736.5,None,-0.5524211743618752,-0.7451572309007539,-0.2888080436548019,-0.04884517850680491,-1.2246633088546255,-0.0006293431188168923,-0.12073945274607521,0,0,1
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999977,59171.0,None,-0.6024172079894964,-0.8799590021118496,-0.22744984015544953,-0.04884517850680491,-0.29773311908896616,-0.1005250762644982,-0.0781104206085016,0,0,1
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,65396.700000000004,None,-0.6024172079894964,-0.9473598877173782,-0.6011770796515049,0.5731180318240445,-0.17204766962921575,-0.20042080941012275,0.5326964041990755,0,1,0
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,64189.600000000006,None,-0.5524211743618752,-0.8799590021118496,0.10723126984101795,0.12169312110004112,0.03219118574287868,-0.20042080941012275,0.4142671643986956,0,1,0
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,50773.799999999996,None,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.12645527283769148,-0.20042080941012275,-0.9019642955581756,0,1,0
