UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temperature_gap [K],power_proxy,failure_mode,air_temperature_k_z,process_temperature_k_z,rotational_speed_rpm_z,torque_nm_z,tool_wear_min_z,temperature_gap_k_z,power_proxy_z,Type_H,Type_L,Type_M
1,M14860,M,298.1,308.6,1551,42.8,0,0,0,0,0,0,0,10.5,66382.79999999999,None,-0.9523894433829583,-0.9473598877173782,0.06818514034143008,0.28219975602413067,-1.6959837443286896,0.4988493226094761,0.6294432133840252,0,0,1
7,L47186,L,298.1,308.6,1558,42.4,14,0,0,0,0,0,0,10.5,66059.2,None,-0.9523894433829583,-0.9473598877173782,0.10723126984101795,0.24207309729310825,-1.4760342077741262,0.4988493226094761,0.5976946407724752,0,1,0
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,10.299999999999955,44550.600000000006,None,-0.452429107106576,-0.4081528028729957,1.5184699503261225,-1.5435632162373938,-0.48626129327859174,0.2990578563181135,-1.5125258440013234,1,0,0
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,10.300000000000011,54931.5,None,-0.652413241617146,-0.677756345295187,0.14627739934060582,-0.49023842454805255,0.6920397954065683,0.2990578563181703,-0.49405007940537926,0,1,0
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,10.300000000000011,73271.8,None,-0.6024172079894964,-0.61035545968962,-0.8131417826492676,1.265302894934183,0.9277000131436004,0.2990578563181703,1.3053267632016208,0,1,0
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,10.0,48187.299999999996,None,-0.5524211743618752,-0.7451572309007539,0.782171508333894,-1.1322649642444131,1.1476495496981636,-0.0006293431188168923,-1.1557272221953083,0,0,1
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,10.099999999999966,69981.9,None,-0.6024172079894964,-0.7451572309007539,-0.43383652465327116,0.793814654844668,1.5404165792598836,0.09926639002680764,0.9825528786690458,0,1,0
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,10.099999999999966,71997.0,None,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0.09926639002680764,1.1802554394525322,0,1,0
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,10.0,72105.5,None,-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,-0.0006293431188168923,1.1909004336687041,1,0,0
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,10.0,68875.0,None,-0.5524211743618752,-0.7451572309007539,-0.49519472815262355,0.7536879961136456,-1.5545876136864702,-0.0006293431188168923,0.8739543155549376,0,1,0
